start_ip,end_ip,join_key,city,region,country,latitude,longitude,postal_code,timezone
106.71.57.182,106.71.57.183,106.71.0.0,Brisbane,Queensland,AU,-27.24842,152.98197,4503,Australia/Brisbane
103.139.45.80,103.139.45.99,103.139.0.0,Ho Chi Minh City,Ho Chi Minh,VN,10.82302,106.62965,71606,Asia/Ho_Chi_Minh
106.207.182.194,106.207.182.194,106.207.0.0,Pokaran,Rajasthan,IN,26.92007,71.91631,345021,Asia/Kolkata
106.156.75.128,106.156.75.135,106.156.0.0,Kawasaki,Kanagawa,JP,35.6398,139.5315,214-0002,Asia/Tokyo
106.161.210.100,106.161.210.103,106.161.0.0,Hamanoichi,Kagoshima,JP,31.71667,130.73333,899-5101,Asia/Tokyo
104.5.128.92,104.5.128.95,104.5.0.0,Waynesboro,Mississippi,US,31.67488,-88.64615,39367,America/Chicago
104.176.182.0,104.176.182.230,104.176.0.0,Boone,North Carolina,US,36.3245,-81.5874,28684,America/New_York
108.122.136.192,108.122.136.255,108.122.0.0,Fort Wayne,Indiana,US,41.0165,-85.0976,46816,America/Indiana/Indianapolis
1.4.153.64,1.4.153.64,1.4.0.0,Phon Charoen,Bueng Kan,TH,18.03143,103.70996,43180,Asia/Bangkok
108.231.161.0,108.231.161.15,108.231.0.0,Irvine,California,US,33.66946,-117.82311,92612,America/Los_Angeles
106.79.74.115,106.79.74.116,106.79.0.0,Pune,Maharashtra,IN,18.51957,73.85535,411001,Asia/Kolkata
108.25.248.128,108.25.248.255,108.25.0.0,Ashburn,Virginia,US,39.04372,-77.48749,20147,America/New_York
107.207.46.216,107.207.46.223,107.207.0.0,Altus,Oklahoma,US,34.6484,-99.3205,73521,America/Chicago
101.143.79.0,101.143.79.255,101.143.0.0,Hirakata,Ōsaka,JP,34.8278,135.6927,573-0001,Asia/Tokyo
106.213.108.64,106.213.108.127,106.213.0.0,Satara,Maharashtra,IN,17.68589,73.99333,431002,Asia/Kolkata
108.116.158.192,108.116.158.255,108.116.0.0,Winter Haven,Florida,US,27.9873,-81.7625,33880,America/New_York
101.183.98.230,101.183.98.235,101.183.0.0,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
106.66.126.64,106.66.126.64,106.66.0.0,Artist Village,Maharashtra,IN,19.03227,73.04276,400703,Asia/Kolkata
106.66.110.94,106.66.110.94,106.66.0.0,Mumbai,Maharashtra,IN,19.07283,72.88261,400070,Asia/Kolkata
1.158.85.53,1.158.85.59,1.158.0.0,Sydney,New South Wales,AU,-33.8,151.1833,2057,Australia/Sydney
1.222.213.32,1.222.213.32,1.222.0.0,Asan,Chungcheongnam-do,KR,36.78361,127.00417,31505,Asia/Seoul
101.119.117.208,101.119.117.208,101.119.0.0,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
107.141.203.52,107.141.203.52,107.141.0.0,Nashville,Arkansas,US,33.94567,-93.84713,71852,America/Chicago
107.161.16.188,107.161.16.194,107.161.0.0,Portland,Oregon,US,45.52345,-122.67621,97204,America/Los_Angeles
106.205.88.238,106.205.88.238,106.205.0.0,Srinagar,Jammu and Kashmir,IN,34.08565,74.80555,190002,Asia/Kolkata
104.222.191.208,104.222.191.239,104.222.0.0,New York City,New York,US,40.71427,-74.00597,10004,America/New_York
101.50.218.224,101.50.218.255,101.50.0.0,Nagano,Nagano,JP,36.6653,138.1876,380-0801,Asia/Tokyo
1.47.23.152,1.47.23.153,1.47.0.0,Chiang Mai,Chiang Mai,TH,18.79038,98.98468,50000,Asia/Bangkok
101.185.103.10,101.185.103.159,101.185.0.0,Adelaide,South Australia,AU,-34.7993,138.6885,5127,Australia/Adelaide
108.169.162.208,108.169.162.215,108.169.0.0,Louisville,Kentucky,US,38.25424,-85.75941,40259,America/Kentucky/Louisville
108.167.121.118,108.167.121.123,108.167.0.0,Dothan,Alabama,US,31.2668,-85.3971,36303,America/Chicago
1.156.145.176,1.156.145.179,1.156.0.0,Twin Waters,Queensland,AU,-26.63422,153.08114,4564,Australia/Brisbane
103.183.63.0,103.183.63.255,103.183.0.0,Dhaka,Dhaka,BD,23.7121,90.4598,1362,Asia/Dhaka
1.253.154.44,1.253.154.49,1.253.0.0,Busan,Busan,KR,35.10168,129.03004,48902,Asia/Seoul
1.145.1.32,1.145.1.63,1.145.0.0,Sydney,New South Wales,AU,-33.69828,150.93173,2155,Australia/Sydney
108.243.50.128,108.243.50.191,108.243.0.0,Peoria,Illinois,US,40.7132,-89.577,61603,America/Chicago
102.66.46.164,102.66.46.165,102.66.0.0,Grahamstown,Eastern Cape,ZA,-33.30422,26.53276,5805,Africa/Johannesburg
106.160.22.0,106.160.22.255,106.160.0.0,Kawasaki,Kanagawa,JP,36.1731,139.5373,348-0039,Asia/Tokyo
105.109.2.134,105.109.2.134,105.109.0.0,Constantine,Constantine,DZ,36.365,6.61472,04011,Africa/Algiers
106.161.194.201,106.161.194.201,106.161.0.0,Yokohama,Kanagawa,JP,35.43333,139.65,220-8588,Asia/Tokyo
101.103.1.0,101.103.1.6,101.103.0.0,Adelaide,South Australia,AU,-34.9937,138.52405,5044,Australia/Adelaide
101.51.97.12,101.51.97.13,101.51.0.0,Hua Hin,Prachuap Khiri Khan,TH,12.57065,99.95876,77110,Asia/Bangkok
108.21.6.0,108.21.15.255,108.21.0.0,New York City,New York,US,40.71427,-74.00597,10004,America/New_York
108.162.9.128,108.162.9.135,108.162.0.0,Niverville,New York,US,42.44092,-73.66095,12130,America/New_York
104.157.192.38,104.157.192.39,104.157.0.0,Kitchener,Ontario,CA,43.42537,-80.5112,N2E,America/Toronto
104.193.100.250,104.193.101.63,104.193.0.0,Pecos,Texas,US,31.42291,-103.49323,79772,America/Chicago
101.167.39.240,101.167.39.251,101.167.0.0,Mourilyan Harbour,Queensland,AU,-17.59625,146.11937,4858,Australia/Brisbane
101.183.97.0,101.183.97.3,101.183.0.0,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
107.131.86.140,107.131.86.167,107.131.0.0,Tahlequah,Oklahoma,US,35.91537,-94.96996,74464,America/Chicago
108.198.100.139,108.198.100.151,108.198.0.0,Chico,California,US,39.72849,-121.83748,95929,America/Los_Angeles
102.66.205.18,102.66.205.19,102.66.0.0,Groblersdal,Mpumalanga,ZA,-25.16843,29.39412,0470,Africa/Johannesburg
107.126.72.64,107.126.72.79,107.126.0.0,Robeline,Louisiana,US,31.7726,-93.3954,71450,America/Chicago
101.173.231.8,101.173.231.135,101.173.0.0,Sydney,New South Wales,AU,-33.83075,151.23715,2088,Australia/Sydney
104.57.112.0,104.57.112.15,104.57.0.0,New Baltimore,Michigan,US,42.68114,-82.73686,48047,America/Detroit
107.1.99.32,107.1.99.40,107.1.0.0,Pittsburgh,Pennsylvania,US,40.44062,-79.99589,15212,America/New_York
106.128.171.62,106.128.171.97,106.128.0.0,Tokyo,Tokyo,JP,35.7164,139.7228,112-0015,Asia/Tokyo
1.156.198.64,1.156.198.71,1.156.0.0,Emerald,Queensland,AU,-23.52296,148.15784,4720,Australia/Brisbane
101.175.205.26,101.175.205.26,101.175.0.0,Newcastle,New South Wales,AU,-32.88565,151.7915,2295,Australia/Sydney
1.145.55.190,1.145.55.191,1.145.0.0,Canberra,Australian Capital Territory,AU,-35.3488,149.08972,2606,Australia/Sydney
107.126.65.14,107.126.65.14,107.126.0.0,Dayton,Texas,US,30.04661,-94.8852,77535,America/Chicago
101.51.139.98,101.51.139.99,101.51.0.0,Ko Kut,Trat,TH,11.65856,102.54197,23120,Asia/Bangkok
104.128.42.26,104.128.42.26,104.128.0.0,Ellis,Kansas,US,38.93807,-99.56067,67637,America/Chicago
105.226.220.0,105.226.220.127,105.226.0.0,Rustenburg,North-West,ZA,-25.6667,27.25,0356,Africa/Johannesburg
103.136.172.0,103.136.172.255,103.136.0.0,Mumbai,Maharashtra,IN,19.0931,72.9049,400075,Asia/Kolkata
108.239.61.0,108.239.61.255,108.239.0.0,Chicago,Illinois,US,41.9463,-87.8061,60634,America/Chicago
104.254.39.96,104.254.39.127,104.254.0.0,Cape Charles,Virginia,US,37.27008,-76.01649,23310,America/New_York
1.145.40.34,1.145.40.35,1.145.0.0,Newcastle,New South Wales,AU,-33.02476,151.65881,2280,Australia/Sydney
103.143.169.192,103.143.169.207,103.143.0.0,Chandūr,Telangana,IN,17.84868,78.6065,502278,Asia/Kolkata
1.41.235.72,1.41.235.79,1.41.0.0,Newcastle,New South Wales,AU,-32.93424,151.64584,2285,Australia/Sydney
108.224.62.52,108.224.62.55,108.224.0.0,Anson,Texas,US,32.7565,-99.89621,79501,America/Chicago
106.161.172.4,106.161.172.7,106.161.0.0,Abashiri,Hokkaido,JP,43.9856,144.2105,099-2495,Asia/Tokyo
101.119.93.206,101.119.93.207,101.119.0.0,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
106.247.129.168,106.247.129.173,106.247.0.0,Seoul,Seoul,KR,37.566,126.9784,03141,Asia/Seoul
106.148.40.168,106.148.40.175,106.148.0.0,Matsumoto,Nagano,JP,36.23333,137.96667,390-0221,Asia/Tokyo
103.48.181.36,103.48.181.103,103.48.0.0,Chennai,Tamil Nadu,IN,13.08784,80.27847,600001,Asia/Kolkata
108.116.248.152,108.116.248.255,108.116.0.0,Orlando,Florida,US,28.5469,-81.2571,32825,America/New_York
101.189.14.48,101.189.14.48,101.189.0.0,Bunbury,Western Australia,AU,-33.32711,115.64137,6231,Australia/Perth
101.49.81.187,101.49.81.187,101.49.0.0,New York City,New York,US,40.71427,-74.00597,10004,America/New_York
1.33.224.40,1.33.224.47,1.33.0.0,Yaizu,Shizuoka,JP,34.86877,138.31952,425-0026,Asia/Tokyo
104.240.50.195,104.240.50.199,104.240.0.0,Gallup,New Mexico,US,35.5763,-108.7626,87317,America/Denver
104.178.195.172,104.178.195.175,104.178.0.0,Richardson,Texas,US,32.94818,-96.72972,75080,America/Chicago
107.212.68.0,107.212.68.255,107.212.0.0,Roswell,Georgia,US,34.0408,-84.3859,30075,America/New_York
108.58.238.64,108.58.238.255,108.58.0.0,Bridgeport,Connecticut,US,41.1784,-73.165,06607,America/New_York
101.174.225.48,101.174.225.55,101.174.0.0,North Rothbury,New South Wales,AU,-32.6934,151.3438,2335,Australia/Sydney
108.217.240.16,108.217.240.255,108.217.0.0,San Diego,California,US,32.9555,-117.2252,92130,America/Los_Angeles
1.54.214.110,1.54.214.116,1.54.0.0,Hanoi,Hanoi,VN,21.0245,105.84117,10000,Asia/Bangkok
106.154.123.207,106.154.123.217,106.154.0.0,Yokohama,Kanagawa,JP,35.43333,139.65,220-8588,Asia/Tokyo
107.1.171.240,107.1.171.247,107.1.0.0,Chicago,Illinois,US,41.85003,-87.65005,60666,America/Chicago
1.253.242.0,1.253.242.255,1.253.0.0,Yangsan,Gyeongsangnam-do,KR,35.34199,129.03358,50593,Asia/Seoul
107.143.6.252,107.143.6.253,107.143.0.0,Marlin,Texas,US,31.30629,-96.89804,76661,America/Chicago
1.250.76.0,1.250.76.255,1.250.0.0,Gunsan,Jeollabuk-do,KR,35.9647,126.6913,54129,Asia/Seoul
101.183.129.192,101.183.129.195,101.183.0.0,Townsville,Queensland,AU,-19.26639,146.80569,4810,Australia/Brisbane
106.129.2.224,106.129.2.239,106.129.0.0,Hiroshima,Hiroshima,JP,34.4446,132.4803,731-0112,Asia/Tokyo
108.59.48.0,108.59.48.255,108.59.0.0,Indianapolis,Indiana,US,39.76838,-86.15804,46204,America/Indiana/Indianapolis
107.9.218.180,107.9.218.255,107.9.0.0,Cincinnati,Ohio,US,39.1696,-84.5478,45223,America/New_York
1.2.249.47,1.2.249.63,1.2.0.0,Laem Sing,Chanthaburi,TH,12.48164,102.07375,22130,Asia/Bangkok
1.4.226.0,1.4.226.159,1.4.0.0,Udon Thani,Udon Thani,TH,17.41567,102.78589,41000,Asia/Bangkok
1.0.118.176,1.0.118.183,1.0.0.0,Hōfu,Yamaguchi,JP,34.0629,131.6018,747-0005,Asia/Tokyo
103.177.185.227,103.177.185.232,103.177.0.0,Chandīgarh,Chandigarh,IN,30.73629,76.7884,160001,Asia/Kolkata
106.220.168.48,106.220.168.61,106.220.0.0,Pune,Maharashtra,IN,18.51957,73.85535,411001,Asia/Kolkata
103.192.240.44,103.192.240.65,103.192.0.0,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
108.170.235.51,108.170.235.52,108.170.0.0,Paris,Île-de-France,FR,48.85341,2.3488,75000,Europe/Paris
1.209.179.180,1.209.179.183,1.209.0.0,Seoul,Seoul,KR,37.566,126.9784,03141,Asia/Seoul
101.119.157.199,101.119.157.199,101.119.0.0,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
108.203.114.186,108.203.114.255,108.203.0.0,McKinney,Texas,US,33.19762,-96.61527,75069,America/Chicago
101.191.41.176,101.191.41.183,101.191.0.0,Newcastle,New South Wales,AU,-32.8974,151.66048,2287,Australia/Sydney
106.201.110.140,106.201.110.141,106.201.0.0,Jaipur,Rajasthan,IN,26.91962,75.78781,302001,Asia/Kolkata
107.199.208.0,107.199.208.255,107.199.0.0,West Palm Beach,Florida,US,26.7165,-80.0679,33401,America/New_York
101.161.194.230,101.161.194.255,101.161.0.0,Melbourne,Victoria,AU,-37.8596,144.743,3027,Australia/Melbourne
104.240.46.244,104.240.46.245,104.240.0.0,Fort Defiance,Arizona,US,35.74446,-109.07648,86504,America/Denver
102.222.208.160,102.222.208.191,102.222.0.0,Johannesburg,Gauteng,ZA,-26.20227,28.04363,2041,Africa/Johannesburg
106.79.68.244,106.79.68.244,106.79.0.0,Delhi,Delhi,IN,28.65195,77.23149,110001,Asia/Kolkata
106.71.170.128,106.71.170.143,106.71.0.0,Carmila,Queensland,AU,-21.91667,149.41667,4739,Australia/Brisbane
1.220.103.224,1.220.103.255,1.220.0.0,Gapyeong,Gyeonggi-do,KR,37.83101,127.51059,12411,Asia/Seoul
108.247.22.61,108.247.22.63,108.247.0.0,Pearl,Mississippi,US,32.2604,-90.0897,39208,America/Chicago
104.169.81.178,104.169.81.178,104.169.0.0,Troy,Ohio,US,40.0395,-84.20328,45373,America/New_York
101.128.184.164,101.128.184.167,101.128.0.0,Fukuyama,Hiroshima,JP,34.48333,133.36667,720-0041,Asia/Tokyo
106.180.4.237,106.180.4.237,106.180.0.0,Okayama,Okayama,JP,34.65,133.93333,700-0831,Asia/Tokyo
106.181.172.198,106.181.172.198,106.181.0.0,Nagoya,Aichi,JP,35.1589,136.8575,453-0825,Asia/Tokyo
1.112.124.193,1.112.124.193,1.112.0.0,Fukuyama,Hiroshima,JP,34.48333,133.36667,720-0041,Asia/Tokyo
1.219.81.80,1.219.81.85,1.219.0.0,Daejeon,Daejeon,KR,36.34913,127.38493,35228,Asia/Seoul
103.44.175.132,103.44.175.135,103.44.0.0,Jalpāiguri,West Bengal,IN,26.51667,88.73333,735132,Asia/Kolkata
106.161.250.68,106.161.250.71,106.161.0.0,Mukō,Kyoto,JP,34.9441,135.6982,617-0005,Asia/Tokyo
106.128.71.57,106.128.71.67,106.128.0.0,Tokyo,Tokyo,JP,35.6895,139.69171,101-8656,Asia/Tokyo
101.49.124.103,101.49.124.105,101.49.0.0,Alexandria,Virginia,US,38.80484,-77.04692,22314,America/New_York
103.139.60.0,103.139.61.255,103.139.0.0,New Delhi,Delhi,IN,28.63576,77.22445,110001,Asia/Kolkata
106.79.195.147,106.79.195.147,106.79.0.0,Hubli,Karnataka,IN,15.34776,75.13378,580001,Asia/Kolkata
104.157.2.128,104.157.2.255,104.157.0.0,Grande Prairie,Alberta,CA,55.16667,-118.80271,T8W,America/Edmonton
104.159.199.68,104.159.199.99,104.159.0.0,O'Fallon,Missouri,US,38.81061,-90.69985,63366,America/Chicago
108.178.159.248,108.178.159.255,108.178.0.0,Santa Monica,California,US,34.0268,-118.4733,90404,America/Los_Angeles
1.234.0.0,1.234.97.255,1.234.0.0,Seoul,Seoul,KR,37.566,126.9784,03141,Asia/Seoul
107.19.11.0,107.19.11.127,107.19.0.0,Shallotte,North Carolina,US,33.97323,-78.38584,28470,America/New_York
107.11.240.128,107.11.240.152,107.11.0.0,Louisville,Kentucky,US,38.1593,-85.778,40214,America/Kentucky/Louisville
106.197.148.96,106.197.148.111,106.197.0.0,Kāraikāl,Puducherry,IN,10.91667,79.83333,609602,Asia/Kolkata
107.119.28.0,107.119.28.127,107.119.0.0,Chicago,Illinois,US,41.85003,-87.65005,60666,America/Chicago
104.63.132.156,104.63.132.159,104.63.0.0,Austin,Texas,US,30.1876,-97.7472,78744,America/Chicago
106.70.17.79,106.70.17.79,106.70.0.0,Gympie,Queensland,AU,-26.18979,152.66499,4570,Australia/Brisbane
106.201.109.36,106.201.109.36,106.201.0.0,Jaipur,Rajasthan,IN,26.91962,75.78781,302001,Asia/Kolkata
1.186.41.152,1.186.41.159,1.186.0.0,Pune,Maharashtra,IN,18.51957,73.85535,411001,Asia/Kolkata
106.70.241.176,106.70.241.191,106.70.0.0,Gladstone,Queensland,AU,-23.84852,151.25775,4680,Australia/Brisbane
106.194.130.64,106.194.130.79,106.194.0.0,Amānganj,Madhya Pradesh,IN,24.47306,80.04359,488441,Asia/Kolkata
108.177.35.71,108.177.35.71,108.177.0.0,Moscow,Moscow,RU,55.75222,37.61556,101000,Europe/Moscow
1.9.38.0,1.9.38.127,1.9.0.0,Sungai Udang,Melaka,MY,2.269,102.1427,76300,Asia/Kuala_Lumpur
108.122.54.140,108.122.54.141,108.122.0.0,Markham,Illinois,US,41.59365,-87.69477,60428,America/Chicago
107.191.117.170,107.191.117.170,107.191.0.0,Seattle,Washington,US,47.60621,-122.33207,98101,America/Los_Angeles
106.68.110.57,106.68.110.59,106.68.0.0,Albany,Western Australia,AU,-35.02692,117.88369,6330,Australia/Perth
101.175.236.202,101.175.236.203,101.175.0.0,Goolgowi,New South Wales,AU,-33.97678,145.70728,2652,Australia/Sydney
1.42.70.28,1.42.70.255,1.42.0.0,Sydney,New South Wales,AU,-34.01053,151.09812,2224,Australia/Sydney
104.235.130.203,104.235.130.205,104.235.0.0,Ridgway,Illinois,US,37.79921,-88.26115,62979,America/Chicago
